DA-ali2019-500m-tweet.bw.ar.lines.shard.000.normalized.sents	9999830
DA-ali2019-500m-tweet.bw.ar.lines.shard.001.normalized.sents	9999420
DA-ali2019-500m-tweet.bw.ar.lines.shard.002.normalized.sents	9999680
DA-ali2019-500m-tweet.bw.ar.lines.shard.003.normalized.sents	9999580
DA-ali2019-500m-tweet.bw.ar.lines.shard.004.normalized.sents	9999760
DA-ali2019-500m-tweet.bw.ar.lines.shard.005.normalized.sents	9999870
DA-ali2019-500m-tweet.bw.ar.lines.shard.006.normalized.sents	9999870
DA-ali2019-500m-tweet.bw.ar.lines.shard.007.normalized.sents	9999930
DA-ali2019-500m-tweet.bw.ar.lines.shard.008.normalized.sents	9999840
DA-ali2019-500m-tweet.bw.ar.lines.shard.009.normalized.sents	9999890
DA-ali2019-500m-tweet.bw.ar.lines.shard.010.normalized.sents	9999700
DA-ali2019-500m-tweet.bw.ar.lines.shard.011.normalized.sents	9999570
DA-ali2019-500m-tweet.bw.ar.lines.shard.012.normalized.sents	9999820
DA-ali2019-500m-tweet.bw.ar.lines.shard.013.normalized.sents	9999730
DA-ali2019-500m-tweet.bw.ar.lines.shard.014.normalized.sents	9999760
DA-ali2019-500m-tweet.bw.ar.lines.shard.015.normalized.sents	9999830
DA-ali2019-500m-tweet.bw.ar.lines.shard.016.normalized.sents	9999660
DA-ali2019-500m-tweet.bw.ar.lines.shard.017.normalized.sents	9999730
DA-ali2019-500m-tweet.bw.ar.lines.shard.018.normalized.sents	9999540
DA-ali2019-500m-tweet.bw.ar.lines.shard.019.normalized.sents	9999730
DA-ali2019-500m-tweet.bw.ar.lines.shard.020.normalized.sents	9999630
DA-ali2019-500m-tweet.bw.ar.lines.shard.021.normalized.sents	9999440
DA-ali2019-500m-tweet.bw.ar.lines.shard.022.normalized.sents	9999630
DA-ali2019-500m-tweet.bw.ar.lines.shard.023.normalized.sents	9999830
DA-ali2019-500m-tweet.bw.ar.lines.shard.024.normalized.sents	9999860
DA-ali2019-500m-tweet.bw.ar.lines.shard.025.normalized.sents	9999700
DA-ali2019-500m-tweet.bw.ar.lines.shard.026.normalized.sents	9999650
DA-ali2019-500m-tweet.bw.ar.lines.shard.027.normalized.sents	9999590
DA-ali2019-500m-tweet.bw.ar.lines.shard.028.normalized.sents	9999830
DA-ali2019-500m-tweet.bw.ar.lines.shard.029.normalized.sents	9998950
DA-ali2019-500m-tweet.bw.ar.lines.shard.030.normalized.sents	9999710
DA-ali2019-500m-tweet.bw.ar.lines.shard.031.normalized.sents	9999790
DA-ali2019-500m-tweet.bw.ar.lines.shard.032.normalized.sents	9999740
DA-ali2019-500m-tweet.bw.ar.lines.shard.033.normalized.sents	9999800
DA-ali2019-500m-tweet.bw.ar.lines.shard.034.normalized.sents	9999500
DA-ali2019-500m-tweet.bw.ar.lines.shard.035.normalized.sents	9999720
DA-ali2019-500m-tweet.bw.ar.lines.shard.036.normalized.sents	9999770
DA-ali2019-500m-tweet.bw.ar.lines.shard.037.normalized.sents	9999640
DA-ali2019-500m-tweet.bw.ar.lines.shard.038.normalized.sents	9999560
DA-ali2019-500m-tweet.bw.ar.lines.shard.039.normalized.sents	9999670
DA-ali2019-500m-tweet.bw.ar.lines.shard.040.normalized.sents	9998790
DA-ali2019-500m-tweet.bw.ar.lines.shard.041.normalized.sents	9999430
DA-ali2019-500m-tweet.bw.ar.lines.shard.042.normalized.sents	9999590
DA-ali2019-500m-tweet.bw.ar.lines.shard.043.normalized.sents	9999600
DA-ali2019-500m-tweet.bw.ar.lines.shard.044.normalized.sents	9999430
DA-ali2019-500m-tweet.bw.ar.lines.shard.045.normalized.sents	9999760
DA-ali2019-500m-tweet.bw.ar.lines.shard.046.normalized.sents	9999730
DA-ali2019-500m-tweet.bw.ar.lines.shard.047.normalized.sents	9999660
DA-ali2019-500m-tweet.bw.ar.lines.shard.048.normalized.sents	9999840
DA-ali2019-500m-tweet.bw.ar.lines.shard.049.normalized.sents	9999870
DA-ali2019-500m-tweet.bw.ar.lines.shard.050.normalized.sents	9999750
DA-ali2019-500m-tweet.bw.ar.lines.shard.051.normalized.sents	9999680
DA-ali2019-500m-tweet.bw.ar.lines.shard.052.normalized.sents	9999780
DA-ali2019-500m-tweet.bw.ar.lines.shard.053.normalized.sents	9999580
DA-ali2019-500m-tweet.bw.ar.lines.shard.054.normalized.sents	9999450
DA-ali2019-500m-tweet.bw.ar.lines.shard.055.normalized.sents	9999770
DA-ali2019-500m-tweet.bw.ar.lines.shard.056.normalized.sents	9999790
DA-ali2019-500m-tweet.bw.ar.lines.shard.057.normalized.sents	9999660
DA-ali2019-500m-tweet.bw.ar.lines.shard.058.normalized.sents	9999470
DA-ali2019-500m-tweet.bw.ar.lines.shard.059.normalized.sents	9999770
DA-ali2019-500m-tweet.bw.ar.lines.shard.060.normalized.sents	9999700
DA-ali2019-500m-tweet.bw.ar.lines.shard.061.normalized.sents	9999670
DA-ali2019-500m-tweet.bw.ar.lines.shard.062.normalized.sents	9999500
DA-ali2019-500m-tweet.bw.ar.lines.shard.063.normalized.sents	9999640
DA-ali2019-500m-tweet.bw.ar.lines.shard.064.normalized.sents	9999880
DA-ali2019-500m-tweet.bw.ar.lines.shard.065.normalized.sents	9999830
DA-ali2019-500m-tweet.bw.ar.lines.shard.066.normalized.sents	9999860
DA-ali2019-500m-tweet.bw.ar.lines.shard.067.normalized.sents	9999850
DA-ali2019-500m-tweet.bw.ar.lines.shard.068.normalized.sents	9999780
DA-ali2019-500m-tweet.bw.ar.lines.shard.069.normalized.sents	9999510
DA-ali2019-500m-tweet.bw.ar.lines.shard.070.normalized.sents	9999750
DA-ali2019-500m-tweet.bw.ar.lines.shard.071.normalized.sents	9999630
DA-ali2019-500m-tweet.bw.ar.lines.shard.072.normalized.sents	9999700
DA-ali2019-500m-tweet.bw.ar.lines.shard.073.normalized.sents	9999570
DA-ali2019-500m-tweet.bw.ar.lines.shard.074.normalized.sents	9998840
DA-ali2019-500m-tweet.bw.ar.lines.shard.075.normalized.sents	9999810
DA-ali2019-500m-tweet.bw.ar.lines.shard.076.normalized.sents	9999650
DA-ali2019-500m-tweet.bw.ar.lines.shard.077.normalized.sents	9999170
DA-ali2019-500m-tweet.bw.ar.lines.shard.078.normalized.sents	9999640
DA-ali2019-500m-tweet.bw.ar.lines.shard.079.normalized.sents	9999240
DA-ali2019-500m-tweet.bw.ar.lines.shard.080.normalized.sents	9999600
DA-ali2019-500m-tweet.bw.ar.lines.shard.081.normalized.sents	9999850
DA-ali2019-500m-tweet.bw.ar.lines.shard.082.normalized.sents	9999590
DA-ali2019-500m-tweet.bw.ar.lines.shard.083.normalized.sents	9999330
DA-ali2019-500m-tweet.bw.ar.lines.shard.084.normalized.sents	9999610
DA-ali2019-500m-tweet.bw.ar.lines.shard.085.normalized.sents	9999240
DA-ali2019-500m-tweet.bw.ar.lines.shard.086.normalized.sents	9999200
DA-ali2019-500m-tweet.bw.ar.lines.shard.087.normalized.sents	9999190
DA-ali2019-500m-tweet.bw.ar.lines.shard.088.normalized.sents	9998940
DA-ali2019-500m-tweet.bw.ar.lines.shard.089.normalized.sents	9998820
DA-ali2019-500m-tweet.bw.ar.lines.shard.090.normalized.sents	9999640
DA-ali2019-500m-tweet.bw.ar.lines.shard.091.normalized.sents	9999440
DA-ali2019-500m-tweet.bw.ar.lines.shard.092.normalized.sents	9999490
DA-ali2019-500m-tweet.bw.ar.lines.shard.093.normalized.sents	9999640
DA-ali2019-500m-tweet.bw.ar.lines.shard.094.normalized.sents	9999780
DA-ali2019-500m-tweet.bw.ar.lines.shard.095.normalized.sents	9999750
DA-ali2019-500m-tweet.bw.ar.lines.shard.096.normalized.sents	9999760
DA-ali2019-500m-tweet.bw.ar.lines.shard.097.normalized.sents	9999700
DA-ali2019-500m-tweet.bw.ar.lines.shard.098.normalized.sents	9999830
DA-ali2019-500m-tweet.bw.ar.lines.shard.099.normalized.sents	9999600
DA-ali2019-500m-tweet.bw.ar.lines.shard.100.normalized.sents	9999770
DA-ali2019-500m-tweet.bw.ar.lines.shard.101.normalized.sents	9999780
DA-ali2019-500m-tweet.bw.ar.lines.shard.102.normalized.sents	9999830
DA-ali2019-500m-tweet.bw.ar.lines.shard.103.normalized.sents	9999830
DA-ali2019-500m-tweet.bw.ar.lines.shard.104.normalized.sents	9999760
DA-ali2019-500m-tweet.bw.ar.lines.shard.105.normalized.sents	9999740
DA-ali2019-500m-tweet.bw.ar.lines.shard.106.normalized.sents	9999190
DA-ali2019-500m-tweet.bw.ar.lines.shard.107.normalized.sents	9999650
DA-ali2019-500m-tweet.bw.ar.lines.shard.108.normalized.sents	9999670
DA-ali2019-500m-tweet.bw.ar.lines.shard.109.normalized.sents	9999660
DA-ali2019-500m-tweet.bw.ar.lines.shard.110.normalized.sents	9999800
DA-ali2019-500m-tweet.bw.ar.lines.shard.111.normalized.sents	9999830
DA-ali2019-500m-tweet.bw.ar.lines.shard.112.normalized.sents	9999840
DA-ali2019-500m-tweet.bw.ar.lines.shard.113.normalized.sents	9999520
DA-ali2019-500m-tweet.bw.ar.lines.shard.114.normalized.sents	9999290
DA-ali2019-500m-tweet.bw.ar.lines.shard.115.normalized.sents	9999590
DA-ali2019-500m-tweet.bw.ar.lines.shard.116.normalized.sents	9999660
DA-ali2019-500m-tweet.bw.ar.lines.shard.117.normalized.sents	9999600
DA-ali2019-500m-tweet.bw.ar.lines.shard.118.normalized.sents	9999680
DA-ali2019-500m-tweet.bw.ar.lines.shard.119.normalized.sents	9999560
DA-ali2019-500m-tweet.bw.ar.lines.shard.120.normalized.sents	9999520
DA-ali2019-500m-tweet.bw.ar.lines.shard.121.normalized.sents	9999470
DA-ali2019-500m-tweet.bw.ar.lines.shard.122.normalized.sents	9999690
DA-ali2019-500m-tweet.bw.ar.lines.shard.123.normalized.sents	9998950
DA-ali2019-500m-tweet.bw.ar.lines.shard.124.normalized.sents	9999710
DA-ali2019-500m-tweet.bw.ar.lines.shard.125.normalized.sents	9996730
DA-ali2019-500m-tweet.bw.ar.lines.shard.126.normalized.sents	9999490
DA-ali2019-500m-tweet.bw.ar.lines.shard.127.normalized.sents	9999660
DA-ali2019-500m-tweet.bw.ar.lines.shard.128.normalized.sents	9999760
DA-ali2019-500m-tweet.bw.ar.lines.shard.129.normalized.sents	9999740
DA-ali2019-500m-tweet.bw.ar.lines.shard.130.normalized.sents	9999900
DA-ali2019-500m-tweet.bw.ar.lines.shard.131.normalized.sents	9999850
DA-ali2019-500m-tweet.bw.ar.lines.shard.132.normalized.sents	9999650
DA-ali2019-500m-tweet.bw.ar.lines.shard.133.normalized.sents	9999700
DA-ali2019-500m-tweet.bw.ar.lines.shard.134.normalized.sents	9999470
DA-ali2019-500m-tweet.bw.ar.lines.shard.135.normalized.sents	9999770
DA-ali2019-500m-tweet.bw.ar.lines.shard.136.normalized.sents	9999780
DA-ali2019-500m-tweet.bw.ar.lines.shard.137.normalized.sents	9999700
DA-ali2019-500m-tweet.bw.ar.lines.shard.138.normalized.sents	9999730
DA-ali2019-500m-tweet.bw.ar.lines.shard.139.normalized.sents	9999550
DA-ali2019-500m-tweet.bw.ar.lines.shard.140.normalized.sents	9999670
DA-ali2019-500m-tweet.bw.ar.lines.shard.141.normalized.sents	9999530
DA-ali2019-500m-tweet.bw.ar.lines.shard.142.normalized.sents	9999600
DA-ali2019-500m-tweet.bw.ar.lines.shard.143.normalized.sents	9999540
DA-ali2019-500m-tweet.bw.ar.lines.shard.144.normalized.sents	9999480
DA-ali2019-500m-tweet.bw.ar.lines.shard.145.normalized.sents	9999510
DA-ali2019-500m-tweet.bw.ar.lines.shard.146.normalized.sents	9999800
DA-ali2019-500m-tweet.bw.ar.lines.shard.147.normalized.sents	9996310
DA-ali2019-500m-tweet.bw.ar.lines.shard.148.normalized.sents	9999420
DA-ali2019-500m-tweet.bw.ar.lines.shard.149.normalized.sents	9999630
DA-ali2019-500m-tweet.bw.ar.lines.shard.150.normalized.sents	9999220
DA-ali2019-500m-tweet.bw.ar.lines.shard.151.normalized.sents	9999390
DA-ali2019-500m-tweet.bw.ar.lines.shard.152.normalized.sents	9994070
DA-ali2019-500m-tweet.bw.ar.lines.shard.153.normalized.sents	9999230
DA-ali2019-500m-tweet.bw.ar.lines.shard.154.normalized.sents	9999760
DA-ali2019-500m-tweet.bw.ar.lines.shard.155.normalized.sents	9999610
DA-ali2019-500m-tweet.bw.ar.lines.shard.156.normalized.sents	9998650
DA-ali2019-500m-tweet.bw.ar.lines.shard.157.normalized.sents	9999670
DA-ali2019-500m-tweet.bw.ar.lines.shard.158.normalized.sents	9999700
DA-ali2019-500m-tweet.bw.ar.lines.shard.159.normalized.sents	9999450
DA-ali2019-500m-tweet.bw.ar.lines.shard.160.normalized.sents	9999150
DA-ali2019-500m-tweet.bw.ar.lines.shard.161.normalized.sents	9999520
DA-ali2019-500m-tweet.bw.ar.lines.shard.162.normalized.sents	9999570
DA-ali2019-500m-tweet.bw.ar.lines.shard.163.normalized.sents	9999650
DA-ali2019-500m-tweet.bw.ar.lines.shard.164.normalized.sents	9999670
DA-ali2019-500m-tweet.bw.ar.lines.shard.165.normalized.sents	9999650
DA-ali2019-500m-tweet.bw.ar.lines.shard.166.normalized.sents	9999840
DA-ali2019-500m-tweet.bw.ar.lines.shard.167.normalized.sents	9996790
DA-ali2019-500m-tweet.bw.ar.lines.shard.168.normalized.sents	9996550
DA-ali2019-500m-tweet.bw.ar.lines.shard.169.normalized.sents	9998490
DA-ali2019-500m-tweet.bw.ar.lines.shard.170.normalized.sents	9999260
DA-ali2019-500m-tweet.bw.ar.lines.shard.171.normalized.sents	9999290
DA-ali2019-500m-tweet.bw.ar.lines.shard.172.normalized.sents	9999720
DA-ali2019-500m-tweet.bw.ar.lines.shard.173.normalized.sents	9999390
DA-ali2019-500m-tweet.bw.ar.lines.shard.174.normalized.sents	9999490
DA-ali2019-500m-tweet.bw.ar.lines.shard.175.normalized.sents	9999750
DA-ali2019-500m-tweet.bw.ar.lines.shard.176.normalized.sents	9999610
DA-ali2019-500m-tweet.bw.ar.lines.shard.177.normalized.sents	9999610
DA-ali2019-500m-tweet.bw.ar.lines.shard.178.normalized.sents	9999430
DA-ali2019-500m-tweet.bw.ar.lines.shard.179.normalized.sents	9999720
DA-ali2019-500m-tweet.bw.ar.lines.shard.180.normalized.sents	9999390
DA-ali2019-500m-tweet.bw.ar.lines.shard.181.normalized.sents	9999830
DA-ali2019-500m-tweet.bw.ar.lines.shard.182.normalized.sents	9999660
DA-ali2019-500m-tweet.bw.ar.lines.shard.183.normalized.sents	9999790
DA-ali2019-500m-tweet.bw.ar.lines.shard.184.normalized.sents	9999820
DA-ali2019-500m-tweet.bw.ar.lines.shard.185.normalized.sents	9999700
DA-ali2019-500m-tweet.bw.ar.lines.shard.186.normalized.sents	9999810
DA-ali2019-500m-tweet.bw.ar.lines.shard.187.normalized.sents	9999500
DA-ali2019-500m-tweet.bw.ar.lines.shard.188.normalized.sents	9999580
DA-ali2019-500m-tweet.bw.ar.lines.shard.189.normalized.sents	9999770
DA-ali2019-500m-tweet.bw.ar.lines.shard.190.normalized.sents	9999630
DA-ali2019-500m-tweet.bw.ar.lines.shard.191.normalized.sents	9999710
DA-ali2019-500m-tweet.bw.ar.lines.shard.192.normalized.sents	9999660
DA-ali2019-500m-tweet.bw.ar.lines.shard.193.normalized.sents	9999360
DA-ali2019-500m-tweet.bw.ar.lines.shard.194.normalized.sents	9999740
DA-ali2019-500m-tweet.bw.ar.lines.shard.195.normalized.sents	9999880
DA-ali2019-500m-tweet.bw.ar.lines.shard.196.normalized.sents	9999790
DA-ali2019-500m-tweet.bw.ar.lines.shard.197.normalized.sents	9999650
DA-ali2019-500m-tweet.bw.ar.lines.shard.198.normalized.sents	9999870
DA-ali2019-500m-tweet.bw.ar.lines.shard.199.normalized.sents	9999890
DA-ali2019-500m-tweet.bw.ar.lines.shard.200.normalized.sents	9999490
DA-ali2019-500m-tweet.bw.ar.lines.shard.201.normalized.sents	9999530
DA-ali2019-500m-tweet.bw.ar.lines.shard.202.normalized.sents	9999700
DA-ali2019-500m-tweet.bw.ar.lines.shard.203.normalized.sents	9999690
DA-ali2019-500m-tweet.bw.ar.lines.shard.204.normalized.sents	9999650
DA-ali2019-500m-tweet.bw.ar.lines.shard.205.normalized.sents	9999750
DA-ali2019-500m-tweet.bw.ar.lines.shard.206.normalized.sents	9999370
DA-ali2019-500m-tweet.bw.ar.lines.shard.207.normalized.sents	9999680
DA-ali2019-500m-tweet.bw.ar.lines.shard.208.normalized.sents	9998220
DA-ali2019-500m-tweet.bw.ar.lines.shard.209.normalized.sents	9999050
DA-ali2019-500m-tweet.bw.ar.lines.shard.210.normalized.sents	9999650
DA-ali2019-500m-tweet.bw.ar.lines.shard.211.normalized.sents	9999150
